Date,địa chỉ,mặt tiền,đường vào,số tầng,số phòng  ngủ,số phòng toilet,m^2,price
06/10/2021,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",11.5,21,3,4,4,225,60.9 triệu/m²
25/09/2021,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",,11,4,4,4,111,81.1 triệu/m²
05/10/2021,"Đường Dương Quảng Hàm, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",4.5,5.5,4,4,4,72,76.4 triệu/m²
05/10/2021,"Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng",11.4,7,2,3,,193.8,41.3 triệu/m²
09/10/2021,"Đường Nguyễn Sơn, Long Biên, Hà Nội",4,5,5,6,5,43,141.9 triệu/m²
05/10/2021,"Đường An Thượng 17, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",4,5.5,4,5,5,60,120 triệu/m²
09/10/2021,"đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",4.2,2.5,5,9,9,52,102.9 triệu/m²
09/10/2021,"Đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",6,30,,,,90,16.2 tỷ
09/10/2021,"Đường Đại Mỗ, Nam Từ Liêm, Hà Nội",4,45,4,4,4,41.68,92.6 triệu/m²
09/10/2021,"Ngõ 165 Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",,,8,13,12,50,328 triệu/m²
09/10/2021,"Ngõ 20, Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội",4.3,3,5,10,6,46,126.1 triệu/m²
30/09/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,3,5,3,,32,71.9 triệu/m²
03/10/2021,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",5.5,12,2,2,2,123,134.1 triệu/m²
09/10/2021,"Đường Đại Linh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",3.5,2.5,5,4,4,35,81.4 triệu/m²
09/10/2021,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",5,12,6,8,7,53,292.5 triệu/m²
03/10/2021,"Đường Bàu Cát, Phường 13, Tân Bình, Hồ Chí Minh",4,12,3,4,4,72,177.8 triệu/m²
03/10/2021,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",7,5,2,2,2,101,127.7 triệu/m²
03/10/2021,"Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",4,12,3,4,,80,97.5 triệu/m²
03/10/2021,"Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",4,12,3,4,,80,97.5 triệu/m²
09/10/2021,"Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",6,17,6,6,,60,225 triệu/m²
09/10/2021,"Đường Hà Trì, Phường Hà Cầu, Hà Đông, Hà Nội",5,3,4,5,3,50,85 triệu/m²
09/10/2021,"Dự án NovaWorld Phan Thiết, Thành phố Phan Thiết, Bình Thuận",,,2,3,4,187.5,50.7 triệu/m²
03/10/2021,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",5,3,5,3,,35,85.7 triệu/m²
09/10/2021,"Dự án KN Paradise Cam Ranh, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",30,30,2,3,4,369.9,56.8 triệu/m²
09/10/2021,"Đường Kiến Hưng, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,3,4,4,3,42,41.4 triệu/m²
09/10/2021,"Đường Hà Huy Giáp,  Quận 12, Hồ Chí Minh",5,5,2,1,2,40,38.8 triệu/m²
09/10/2021,"Đường Tây Lân 1, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",7,8,1,2,2,85,50.6 triệu/m²
09/10/2021,"Đường Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh",4.6,5,,25,,90,126.7 triệu/m²
02/10/2021,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",6.2,,4,4,,42,154.8 triệu/m²
09/10/2021,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội",,,3,4,3,31,71 triệu/m²
09/10/2021,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",4.6,4,4,6,4,45,86.7 triệu/m²
04/10/2021,"Ngõ 94, Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",4.5,3,4,4,,41,87.8 triệu/m²
09/10/2021,"Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",5.2,,5,6,,72,129.9 triệu/m²
09/10/2021,"603, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",4.5,5,5,5,4,45,124.4 triệu/m²
09/10/2021,"Ngõ 34, Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4.5,4,5,3,4,39,115.4 triệu/m²
09/10/2021,"Dự án KĐT Văn Phú, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",5,22,5,4,4,84,135.7 triệu/m²
09/10/2021,"Dự án KN Paradise Cam Ranh, Cam Ranh, Khánh Hòa",,,3,3,,122,37.7 triệu/m²
09/10/2021,"Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",6,3,,3,1,156,16.7 triệu/m²
09/10/2021,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",6,20,5,,,33,290.9 triệu/m²
09/10/2021,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",6,10,4,5,,101,247.5 triệu/m²
09/10/2021,"Phố Tôn Đức Thắng, Phường Cát Linh, Đống Đa, Hà Nội",3.4,5.5,5,4,4,28,123.2 triệu/m²
09/10/2021,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",4,6,4,4,3,42,164.3 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",4.5,4,6,6,5,55,122.7 triệu/m²
09/10/2021,"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",4,6,4,4,3,42,164.3 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",4.5,4,6,6,5,55,122.7 triệu/m²
09/10/2021,"Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",8,8,1,2,2,120,44.2 triệu/m²
09/10/2021,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,,2,2,2,45,70 triệu/m²
09/10/2021,"Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",5.5,17,5,,,71.5,15.7 tỷ
09/10/2021,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",4,,2,2,2,44,79.5 triệu/m²
09/10/2021,"Đường Võ Thị Thừa, Phường An Phú Đông, Quận 12, Hồ Chí Minh",,3,1,2,2,34,66.2 triệu/m²
09/10/2021,"Phố Phạm Tuấn Tài, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,,5,5,4,42,198.8 triệu/m²
09/10/2021,"Hẻm 71, Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",5.5,5,1,2,1,59,88.1 triệu/m²
09/10/2021,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",4,3,5,3,,38,105.3 triệu/m²
06/10/2021,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",4,4,6,4,5,40,120 triệu/m²
10/10/2021,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",4.5,4,4,3,3,34,79.4 triệu/m²
09/10/2021,"Dự án Vạn Phúc - Simco Sông Đà, Hà Đông, Hà Nội",5,12,4,4,5,80,96.2 triệu/m²
09/10/2021,"Đường Huỳnh Văn Chính, Phường Phú Trung, Tân Phú, Hồ Chí Minh",3,25,2,2,2,42,104.8 triệu/m²
09/10/2021,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",,,3,3,2,35,80 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",4,4,6,6,5,55,121.8 triệu/m²
09/10/2021,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",4.5,6,3,3,2,87,67.8 triệu/m²
09/10/2021,"Mega Ruby, số 23, Đường N2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",5,15,3,3,3,75,103.2 triệu/m²
09/10/2021,"Đường C18, Phường 12, Tân Bình, Hồ Chí Minh",4,16,1,2,2,80,206.2 triệu/m²
03/10/2021,"Ngõ 116, Đường Miếu Đầm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",4,3,5,6,5,46,91.3 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",4.8,4,2,3,3,58,93.1 triệu/m²
10/10/2021,"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",4,3,5,6,5,45,93.3 triệu/m²
09/10/2021,"Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",4,10,5,6,8,93,164.5 triệu/m²
09/10/2021,"Dự án Hưng Thái 1 &amp; 2, Quận 7, Hồ Chí Minh",,,3,3,4,126,166.7 triệu/m²
09/10/2021,"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",4.6,12,1,2,2,132,198.5 triệu/m²
09/10/2021,"Hẻm 373, Phố Lý Thường Kiệt, Phường 8, Tân Bình, Hồ Chí Minh",3.1,2.5,2,2,2,36,118.1 triệu/m²
09/10/2021,"Dự án KĐT Đại Kim, Đường Nguyễn Xiển, Phường Đại Kim, Hoàng Mai, Hà Nội",8.3,15,3,5,5,124,127.4 triệu/m²
09/10/2021,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",6,15,5,4,4,88,181.8 triệu/m²
06/10/2021,"Dự án KĐT La Khê, Phường La Khê, Hà Đông, Hà Nội",3.5,13,3,,2,50,87 triệu/m²
09/10/2021,"Đường Tân Xuân, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",5.3,6,4,6,5,92,75.9 triệu/m²
09/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",6,6,6,6,6,60,221.7 triệu/m²
02/10/2021,"Phố Nguyễn Đổng Chi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",4,3,5,6,4,38,134.2 triệu/m²
30/09/2021,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",5.3,4,6,4,5,53,162.3 triệu/m²
09/10/2021,"Đường Độc Lập, Phường Tân Thành, Tân Phú, Hồ Chí Minh",4.7,20,7,30,14,188.3,138.1 triệu/m²
09/10/2021,"Phường Việt Hưng, Long Biên, Hà Nội",10,10,4,8,4,200,140 triệu/m²
09/10/2021,"Đường Hòe Thị, Phường Phương Canh, Nam Từ Liêm, Hà Nội",4.2,3,5,3,4,30.5,96.7 triệu/m²
09/10/2021,"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",3.6,2.5,4,3,3,30,72.7 triệu/m²
09/10/2021,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",,20,5,8,9,84,146.4 triệu/m²
03/10/2021,"Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",3.7,2.5,5,3,4,35,111.4 triệu/m²
09/10/2021,"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",,50,4,4,3,28,96.4 triệu/m²
09/10/2021,"Đường Nguyễn Lương Bằng, Đống Đa, Hà Nội",6,,3,2,2,32,76.6 triệu/m²
02/10/2021,"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",4,,4,4,3,58,267.2 triệu/m²
09/10/2021,"Đường Láng, Đống Đa, Hà Nội",7,,3,3,3,39,97.4 triệu/m²
09/10/2021,"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",4.1,20,4,8,5,74,195.9 triệu/m²
09/10/2021,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",,,3,2,2,40,80 triệu/m²
09/10/2021,"Trung Sơn, số 47, Đường Số 3, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",6,20,5,8,4,107,261.7 triệu/m²
09/10/2021,"Dự án KĐT Văn Quán, Đường Nguyễn Khuyến, Phường Phúc La, Hà Đông, Hà Nội",,40,5,10,8,135,188.9 triệu/m²
09/10/2021,"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",4,3,5,5,5,40,111.2 nghìn/m²
09/10/2021,"Dự án Mỹ Giang 1&amp;2, Quận 7, Hồ Chí Minh",,,3,3,4,126,189.7 triệu/m²
09/10/2021,"Dự án KĐT Văn Quán, Đường Nguyễn Khuyến, Phường Phúc La, Hà Đông, Hà Nội",5,30,5,6,5,90,116.7 triệu/m²
09/10/2021,"Đường Hoàng Đạo Thành, Phường Khương Đình, Thanh Xuân, Hà Nội",3.3,5.5,5,4,4,30,123.3 triệu/m²
09/10/2021,"Dự án Kim Chung Di Trạch, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",5,16.8,5,8,8,100,5.4 tỷ
09/10/2021,"39/42 Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",3.8,7,4,3,2,62.3,73.8 triệu/m²
09/10/2021,"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",,10,4,4,5,64,117.2 triệu/m²
04/10/2021,"Đường Quốc lộ 21B, Xã Bích Hòa, Thanh Oai, Hà Nội",3.3,2.5,3,3,3,33,45.2 triệu/m²
09/10/2021,"Đường Trần Văn Ơn, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",5,10,4,6,6,85,147.1 triệu/m²
09/10/2021,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",3.5,,5,3,,30,116.7 triệu/m²
09/10/2021,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",4,3,4,4,3,40,97.5 triệu/m²
09/10/2021,"Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",16,30,4,5,6,143,206.3 triệu/m²
09/10/2021,"Dự án VSIP 1, Đường D16, Phường An Phú, Thuận An, Bình Dương",5,8,3,2,2,150,5.2 tỷ
09/10/2021,"Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",4,3,5,3,4,35,128.6 triệu/m²
09/10/2021,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",5.8,,4,4,4,55,196.4 triệu/m²
09/10/2021,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",5,19,5,,,75,353.3 triệu/m²
09/10/2021,"hẻm 606 Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,3,4,3,55,100 triệu/m²
09/10/2021,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",3.5,3,4,4,3,40,81.2 triệu/m²
09/10/2021,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4.5,6,5,5,5,50,154 triệu/m²
09/10/2021,"Phố Trực Cát, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",6,5,4,4,3,42,54.8 triệu/m²
04/10/2021,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4,30,5,,,52,394.2 triệu/m²
09/10/2021,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",6,7,8,14,28,60,275 triệu/m²
09/10/2021,"Phố Trực Cát, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",5,2.5,4,4,3,52,45.2 triệu/m²
09/10/2021,"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",3.4,3.5,5,6,5,40,97.5 triệu/m²
04/10/2021,"Phố Chùa Hà, Cầu Giấy, Hà Nội",,18.5,4,4,5,54,250 triệu/m²
09/10/2021,"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",3.4,3.5,5,6,5,40,97.5 triệu/m²
04/10/2021,"Phố Chùa Hà, Cầu Giấy, Hà Nội",,18.5,4,4,5,54,250 triệu/m²
09/10/2021,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",5,,7,4,4,56,166.1 triệu/m²
09/10/2021,"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",,4,2,3,2,78,56.4 triệu/m²
04/10/2021,"Phố Dịch Vọng Hậu, Phường Dịch Vọng, Cầu Giấy, Hà Nội",,18,4,4,5,45,377.8 triệu/m²
09/10/2021,"Đường Lâm Động, Xã Hoa Động, Thủy Nguyên, Hải Phòng",7.1,3,1,2,1,86,13.4 triệu/m²
09/10/2021,"Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",4.5,,7,26,26,115,199.1 triệu/m²
09/10/2021,"Đường Tân Chánh Hiệp 3, Quận 12, Hồ Chí Minh",4,3,2,2,2,40,61.2 triệu/m²
09/10/2021,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",3.6,10,4,4,4,74,105.4 triệu/m²
09/10/2021,"Dự án VSIP 1, Đường D5, Phường An Phú, Thuận An, Bình Dương",5,8,3,,,150,35 triệu/m²
09/10/2021,"Dự án KĐT Văn Quán, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",3.9,3,4,4,4,35,91.4 triệu/m²
02/10/2021,"Đường Văn Tiến Dũng, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",3.3,,3,3,3,35,80 triệu/m²
02/10/2021,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",4.75,,5,3,3,30,98.3 triệu/m²
09/10/2021,"Dự án Tổng cục 5 Tân Triều, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",10,15,4,6,5,200,90 triệu/m²
09/10/2021,"Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",4.6,,5,6,,68,132.4 triệu/m²
09/10/2021,"Đường Lĩnh Nam, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",5,30,3,2,1,25,52 triệu/m²
09/10/2021,"Phố Trực Cát, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",4.75,5,3,5,4,92,65.2 triệu/m²
09/10/2021,"Dự án Aqua City, Biên Hòa, Đồng Nai",6,13,3,3,3,135,74.1 triệu/m²
09/10/2021,"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",5,12,6,5,5,52,278.8 triệu/m²
09/10/2021,"Đường Cầu Xéo, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",8,13,3,,,144,118.1 triệu/m²
09/10/2021,"Phố Trực Cát, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",4.5,5,3,3,2,89,37.1 triệu/m²
04/10/2021,"61, Phố Phùng Chí Kiên, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",4,7,5,,,65,156.9 triệu/m²
09/10/2021,"Đường Nguyên Hồng, Phường Thành Công, Ba Đình, Hà Nội",5,4,5,4,4,5,1.2 tỷ/m²
09/10/2021,"Đường Phúc Đồng, Phường Phúc Đồng, Long Biên, Hà Nội",4,4,1,1,1,42,100 triệu/m²
09/10/2021,"Dự án Khu đô thị VCN Phước Long 2, Đường A1, Phường Phước Long, Nha Trang, Khánh Hòa",5,43,4,5,6,329,16.7 triệu/m²
09/10/2021,"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",5,15,8,10,,85,200 triệu/m²
09/10/2021,"Đường Lê Quang Đạo, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",4,10,4,4,,50,116 triệu/m²
09/10/2021,"Đường Trần Hữu Dực, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",4,3,5,3,4,30.4,97 triệu/m²
09/10/2021,"Đường Nguyễn Đức Thuận, Phường 13, Tân Bình, Hồ Chí Minh",4,16,4,5,5,60,200 triệu/m²
09/10/2021,"Đường Xuân Thới Thượng 59, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",5,6,3,2,2,60,56.7 triệu/m²
09/10/2021,"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",8,10,3,3,,116,159.5 triệu/m²
09/10/2021,"Đường 70, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",3.5,2.8,2,3,2,66,49.2 triệu/m²
09/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",,6,5,3,3,39,73.1 triệu/m²
09/10/2021,"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",6,20,2,4,2,152,144.7 triệu/m²
09/10/2021,"Dự án KĐT Văn Phú, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",10,18,4,6,5,220,81.8 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",4,4,5,4,6,45,102.2 triệu/m²
09/10/2021,"Đường Vĩnh Tuy, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",4,3,5,4,3,56,105.4 triệu/m²
09/10/2021,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",5,3,4,5,3,60,73.3 triệu/m²
09/10/2021,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",2.05,2.5,2,2,2,9.7,149.5 triệu/m²
03/10/2021,"Đường Nguyễn Văn Lượng, Phường 17, Gò Vấp, Hồ Chí Minh",4,4,3,3,3,64,87.5 triệu/m²
09/10/2021,"An Vượng Villa, Hà Đông, Hà Nội",9,12,4,,,175.5,94 triệu/m²
09/10/2021,"Dự án Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",5,17,3,,,113.75,6.3 tỷ
09/10/2021,"Đường Phú Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",9,5,9,23,20,108,155.6 triệu/m²
09/10/2021,"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",4.5,7,5,5,4,42,107.1 triệu/m²
09/10/2021,"Đường Nam Yên Lũng, Xã An Khánh, Hoài Đức, Hà Nội",4,2.5,4,4,3,34,52.9 triệu/m²
09/10/2021,"Đường Nguyễn Cao Luyện, Phường Việt Hưng, Long Biên, Hà Nội",,,4,4,4,151,178.8 triệu/m²
09/10/2021,"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thủ Dầu Một, Bình Dương",9,4.5,1,3,3,133.5,30 triệu/m²
09/10/2021,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",,,3,4,4,93,279.6 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",8,4,5,7,,65,103.1 triệu/m²
09/10/2021,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",5,7,3,3,3,53,98.1 triệu/m²
09/10/2021,"Dự án Phú Mỹ Hưng, Quận 7, Hồ Chí Minh",,,3,3,4,126,176.2 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",3.2,3,5,3,3,30,95 triệu/m²
09/10/2021,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",5,14,5,4,4,75,240 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",5,22,5,4,4,80,212.5 triệu/m²
09/10/2021,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",4,3,5,3,4,45,124.4 triệu/m²
09/10/2021,"Đường Đoàn Nguyễn Tuấn, Xã Tân Quý Tây, Bình Chánh, Hồ Chí Minh",5,5,,1,1,84,19 triệu/m²
09/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",3.5,,5,4,4,35,67.1 triệu/m²
09/10/2021,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",5.5,40,6,,,55,181.8 triệu/m²
09/10/2021,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",,,2,3,2,86.7,58.8 triệu/m²
09/10/2021,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",4.5,8,6,4,6,84,142.9 triệu/m²
09/10/2021,"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",3,4,4,4,4,58,96.6 triệu/m²
09/10/2021,"Dự án Khu đô thị ID Junction, Long Thành, Đồng Nai",7,13,3,3,3,105,55.2 triệu/m²
09/10/2021,"Đường Xuân Canh, Xã Xuân Canh, Đông Anh, Hà Nội",4.06,3.5,3,3,2,42.1,49.9 triệu/m²
02/10/2021,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",7.5,13,4,4,5,111.03,78.1 triệu/m²
09/10/2021,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",10,13,4,6,6,192.8,150.4 triệu/m²
09/10/2021,"Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",,,5,3,3,42,131 triệu/m²
30/09/2021,"Đường Hà Trì, Phường Hà Cầu, Hà Đông, Hà Nội",4,4,4,4,3,35,78 triệu/m²
09/10/2021,"Amiana Condotel Nha Trang, Nha Trang, Khánh Hòa",8,17,8,30,20,1,13 tỷ/m²
09/10/2021,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",5.1,8,2,2,,84,201.2 triệu/m²
09/10/2021,"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",4,5,6,3,4,35,160 triệu/m²
09/10/2021,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",,15,2,2,2,35,112.9 triệu/m²
09/10/2021,"Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",4,3,5,3,4,36,105.6 triệu/m²
09/10/2021,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",45,20,8,15,,75,346.7 triệu/m²
